# content/source/tagging.csv — who carries which tag (Ashen Spire)
#
# THE association table, and the ONLY home for a tag on anything. One row per
# (family, scope, objectId, tagId) — third normal form, so there is no cell
# holding a list and no second place a tag can be written.
#
# WHY ONE ROW PER TAG rather than a pipe-separated cell: a repeating group in a
# cell is a 1NF break, and it is what let the old inline `tags` columns exist as
# a second home. With one row per tag there is nothing to keep in sync — a tag
# is a row, and adding one is adding a row.
#
# family    a row in tagFamilies.csv. That row names the collection the objectId
#           must exist in, and (via familyNodes.csv) the subtrees it may carry.
# scope     the value of the family's `scopeField`, or empty when it has none.
#           Only `armour` uses it today: outfit ids repeat per class, so classId
#           is part of the parent key and must be part of this one.
# objectId  the id of the thing being tagged, in that family and scope.
# tagId     a node in nodes.csv, under a subtree the family is paired with.
#
# Display order is file order: the first row for an object is its first chip.
#
# The validator refuses, BY NAME: an unknown family, an unknown tag, a tag from a
# domain that family may not carry, an objectId no object has, a scope on a family
# with no scopeField (or a missing one on a family that has one), and a duplicate
# (family, scope, objectId, tagId).
#
# columns: family, scope, objectId, tagId
family,scope,objectId,tagId
card,,cheapShot,blade
card,,cheapShot,guile
card,,bladeDanceRogue,blade
card,,bladeDanceRogue,flourish
card,,garrote,blade
card,,garrote,blood
card,,fanOfKnives,pierce
card,,fanOfKnives,ranged
card,,setupRogue,guile
card,,acrobaticsRogue,flourish
card,,disorient,guile
card,,coupDeGrace,blade
card,,coupDeGrace,precision
card,,sap,guile
card,,shadowstep,flourish
card,,shadowstep,guile
card,,afterimageCard,flourish
card,,afterimageCard,oath
card,,bloodletterRogue,blade
card,,bloodletterRogue,blood
card,,venomcoat,venom
card,,venomcoat,oath
card,,misdirect,guile
card,,misdirect,guard
card,,assassinate,blade
card,,assassinate,precision
card,,thousandCutsRogue,blade
card,,thousandCutsRogue,flourish
card,,deadlyTempoCard,flourish
card,,deadlyTempoCard,oath
card,,opportunistCard,guile
card,,opportunistCard,oath
card,,envenomCard,venom
card,,envenomCard,oath
card,,toxicVolley,venom
card,,toxicVolley,ranged
card,,smokeBomb,guile
card,,smokeBomb,ash
card,,executionWindow,blade
card,,executionWindow,precision
card,,perfectHeist,guile
card,,deathblow,blade
card,,deathblow,precision
card,,strike,blade
card,,defend,guard
card,,gorefireSlash,blade
card,,gorefireSlash,blood
card,,gorefireSlash,gorefire
card,,crimsonCleave,blade
card,,crimsonCleave,blood
card,,shieldBash,guard
card,,shieldBash,blade
card,,quickstep,flourish
card,,katanaDrawCut,blade
card,,katanaDrawCut,flourish
card,,katanaDrawCut,extractable
card,,greatswordSunderingHew,blade
card,,greatswordSunderingHew,extractable
card,,guardCounter,guard
card,,guardCounter,flourish
card,,ironResolve,guard
card,,serratedBlade,blade
card,,serratedBlade,blood
card,,enterGorefire,gorefire
card,,enterGorefire,oath
card,,enterBulwark,guard
card,,enterBulwark,oath
card,,brace,guard
card,,attune,starstone
card,,warmLitany,ritual
card,,prepare,guile
card,,riposte,guard
card,,riposte,flourish
card,,starstonePebble,starstone
card,,cometFragment,starstone
card,,starbladePhalanx,starstone
card,,starbladePhalanx,guard
card,,frostNova,starstone
card,,gildedOath,ritual
card,,gildedOath,oath
card,,urgentHeal,ritual
card,,bloodPact,blood
card,,bloodPact,ritual
card,,blightTouch,blight
card,,blightTouch,ritual
# ---- enemy ---------------------------------------------------------------------
# Creature identity. Gates proc resistance at runtime.
enemy,,wanderingSoldier,humanoid
enemy,,blightHound,beast
enemy,,huskBrute,undead
enemy,,huskBrute,humanoid
enemy,,graveWisp,spirit
enemy,,wyrmAspirant,beast
enemy,,fellWarden,humanoid
enemy,,fellWarden,undead
enemy,,gildedKnight,humanoid
enemy,,courtSurgeon,humanoid
enemy,,stitchedHound,undead
enemy,,stitchedHound,beast
enemy,,courtMarionette,construct
enemy,,livingArmor,construct
enemy,,courtDuelist,humanoid
enemy,,stitchedKing,undead
enemy,,stitchedKing,humanoid
enemy,,ashRevenant,undead
enemy,,ashRevenant,spirit
enemy,,emberStarvedPilgrim,humanoid
enemy,,valkyrieShade,spirit
enemy,,charredColossus,construct
enemy,,wyrmLord,beast
enemy,,blightedValkyrie,humanoid
enemy,,blightedValkyrie,spirit
# ---- armament ------------------------------------------------------------------
# Weapons, shields and staves. `item:*` tags (domain itemType) are what the
# Armoury and the smith call the piece; the rest are card schools and item behaviour.
armament,,straightSword,item:blade
armament,,straightSword,blade
armament,,straightSword,basic
armament,,greatsword,item:blade
armament,,greatsword,blade
armament,,greatsword,heavy
armament,,dagger,item:blade
armament,,dagger,blade
armament,,dagger,pierce
armament,,dagger,flourish
armament,,shortbow,item:blade
armament,,shortbow,pierce
armament,,shortbow,ranged
armament,,shortbow,precision
armament,,katana,item:blade
armament,,katana,blade
armament,,katana,blood
armament,,katana,flourish
armament,,halberd,item:blade
armament,,halberd,blade
armament,,halberd,heavy
armament,,warhammer,item:blade
armament,,warhammer,heavy
armament,,twinblade,item:blade
armament,,twinblade,blade
armament,,twinblade,flourish
armament,,battleaxe,item:blade
armament,,battleaxe,blade
armament,,battleaxe,heavy
armament,,buckler,item:shield
armament,,buckler,guard
armament,,buckler,flourish
armament,,kiteShield,item:shield
armament,,kiteShield,guard
armament,,towerShield,item:shield
armament,,towerShield,guard
armament,,towerShield,heavy
armament,,roundShield,item:shield
armament,,roundShield,guard
armament,,roundShield,basic
armament,,spikedShield,item:shield
armament,,spikedShield,item:blade
armament,,spikedShield,guard
armament,,spikedShield,blade
armament,,lantern,item:shield
armament,,lantern,guard
armament,,torch,item:shield
armament,,torch,gorefire
armament,,parryDagger,item:blade
armament,,parryDagger,item:shield
armament,,parryDagger,guard
armament,,parryDagger,flourish
armament,,ashStaff,item:magic-focus
armament,,ashStaff,ritual
armament,,ashStaff,basic
armament,,starstoneStaff,item:magic-focus
armament,,starstoneStaff,starstone
armament,,boneSceptre,item:magic-focus
armament,,boneSceptre,ritual
armament,,boneSceptre,blight
armament,,emberlightSceptre,item:magic-focus
armament,,emberlightSceptre,ritual
armament,,emberlightSceptre,oath
# Property carriers (domain `property`; plan phase 1b). The two sceptres drink
# back: breaking a foe's Arcane Exposure restores Mana (nodeEffects.json siphon).
# Property tags never join a piece's chips — they stamp onto `propertyTags`.
armament,,boneSceptre,siphon
armament,,emberlightSceptre,siphon
armament,,goldboughBranch,item:magic-focus
armament,,goldboughBranch,ritual
armament,,goldboughBranch,oath
armament,,blightRod,item:magic-focus
armament,,blightRod,blight
armament,,gorefireBrand,item:magic-focus
armament,,gorefireBrand,gorefire
armament,,gorefireBrand,blood
armament,,wyrmhornStaff,item:magic-focus
armament,,wyrmhornStaff,ritual
armament,,wyrmhornStaff,heavy
# ---- armour --------------------------------------------------------------------
# Armour sets. SCOPED BY classId: outfit ids repeat across classes on purpose,
# so the class is part of the key. Every other family leaves scope empty.
armour,reaver,default,item:armor
armour,reaver,default,guard
armour,reaver,vigil,item:armor
armour,reaver,vigil,guard
armour,reaver,vigil,ash
armour,reaver,oathsworn,item:armor
armour,reaver,oathsworn,guard
armour,reaver,oathsworn,oath
armour,reaver,warden,item:armor
armour,reaver,warden,guard
armour,reaver,warden,heavy
armour,starseer,default,item:armor
armour,starseer,default,starstone
armour,starseer,eclipse,item:armor
armour,starseer,eclipse,starstone
armour,starseer,eclipse,ritual
armour,starseer,starlit,item:armor
armour,starseer,starlit,starstone
armour,starseer,starlit,flourish
armour,starseer,astral,item:armor
armour,starseer,astral,starstone
armour,starseer,astral,oath
armour,herald,default,item:armor
armour,herald,default,ritual
armour,herald,ossuary,item:armor
armour,herald,ossuary,ritual
armour,herald,ossuary,blight
armour,herald,emberhabit,item:armor
armour,herald,emberhabit,ritual
armour,herald,emberhabit,oath
armour,herald,pilgrim,item:armor
armour,herald,pilgrim,ritual
armour,herald,pilgrim,guard
armour,rogue,default,item:armor
armour,rogue,default,flourish
armour,rogue,nightveil,item:armor
armour,rogue,nightveil,flourish
armour,rogue,nightveil,ash
armour,rogue,duelist,item:armor
armour,rogue,duelist,flourish
armour,rogue,duelist,pierce
armour,rogue,shadow,item:armor
armour,rogue,shadow,flourish
armour,rogue,shadow,venom
# ---- basicCardProfile ----------------------------------------------------------
# Equipment-bound core card profiles.
basicCardProfile,,unarmedAttack,basic
basicCardProfile,,shieldAttack,guard
basicCardProfile,,bladeAttack,blade
basicCardProfile,,daggerPierceAttack,pierce
basicCardProfile,,daggerPierceAttack,flourish
basicCardProfile,,bowPierceAttack,pierce
basicCardProfile,,bowPierceAttack,ranged
basicCardProfile,,bowPierceAttack,precision
basicCardProfile,,staffMagicAttack,starstone
basicCardProfile,,sceptreArcaneAttack,ritual
basicCardProfile,,sceptreArcaneAttack,blight
basicCardProfile,,unarmedGuard,guard
basicCardProfile,,weaponGuard,guard
basicCardProfile,,shieldGuard,guard
basicCardProfile,,staffGuard,starstone
basicCardProfile,,sceptreGuard,ritual
basicCardProfile,,unarmedTechnique,flourish
basicCardProfile,,weaponTechnique,blade
basicCardProfile,,weaponTechnique,flourish
basicCardProfile,,bowTechnique,ranged
basicCardProfile,,bowTechnique,precision
basicCardProfile,,staffTechnique,ritual
enemy,,lanternMoth,beast
enemy,,briarHermit,humanoid
enemy,,chainScavenger,humanoid
enemy,,bellKeeper,construct
enemy,,thornMatriarch,spirit
enemy,,mirrorScribe,humanoid
enemy,,stitchCrab,beast
enemy,,stitchCrab,undead
enemy,,glassRegent,construct
enemy,,marrowOrganist,undead
enemy,,cinderMantis,beast
enemy,,eclipseCantor,spirit
enemy,,furnaceSaint,construct
enemy,,hollowAstronomer,humanoid
enemy,,hollowAstronomer,undead
enemy,,ashheartDragon,beast
# Combat presentation
card,,strike,fx:blade
card,,defend,fx:guard
card,,technique,fx:guard
card,,evasiveGuard,fx:dodge
card,,dodgeRoll,fx:dodge
card,,gorefireSlash,fx:blade
card,,gorefireSlash,fx:blood
card,,gorefireSlash,fx:gorefire
card,,crimsonCleave,fx:blade
card,,crimsonCleave,fx:blood
card,,shieldBash,fx:guard
card,,shieldBash,fx:blade
card,,shieldBash,fx:shield
card,,quickstep,fx:flourish
card,,guardCounter,fx:guard
card,,guardCounter,fx:flourish
card,,guardCounter,fx:riposte
card,,ironResolve,fx:guard
card,,serratedBlade,fx:blade
card,,serratedBlade,fx:blood
card,,enterGorefire,fx:gorefire
card,,enterGorefire,fx:oath
card,,enterBulwark,fx:guard
card,,enterBulwark,fx:oath
card,,enterBulwark,fx:bulwark
card,,riposte,fx:guard
card,,riposte,fx:flourish
card,,riposte,fx:riposte
card,,rend,fx:blade
card,,rend,fx:blood
card,,cleavingBlow,fx:blade
card,,cleavingBlow,fx:heavy
card,,stomp,fx:blade
card,,stomp,fx:heavy
card,,rallyingStandard,fx:utility
card,,warSurgeon,fx:heal
card,,hemorrhage,fx:blood
card,,twinbladeFlurry,fx:blade
card,,shieldwall,fx:guard
card,,kickOff,fx:blade
card,,kickOff,fx:heavy
card,,wardingLunge,fx:guard
card,,impale,fx:blade
card,,impale,fx:blood
card,,impale,fx:pierce
card,,warcry,fx:utility
card,,executioner,fx:blade
card,,goreblood,fx:blood
card,,unbreakable,fx:utility
card,,stitchedArms,fx:blade
card,,lastStand,fx:guard
card,,warriorsVow,fx:utility
card,,ruinousBlow,fx:blade
card,,bloodhuntersStrike,fx:blade
card,,sanguinePactCard,fx:utility
card,,goreslash,fx:blade
card,,goreslash,fx:blood
card,,bracingStance,fx:guard
card,,bracingStance,fx:bulwark
card,,flameToBlade,fx:blade
card,,ironVowCard,fx:utility
card,,bloodTithe,fx:blade
card,,poiseBreaker,fx:blade
card,,rondelParry,fx:guard
card,,sunderplate,fx:blade
card,,sunderplate,fx:blood
card,,starstonePebble,fx:starstone
card,,starstonePebble,fx:ranged
card,,cometFragment,fx:starstone
card,,cometFragment,fx:ranged
card,,starbladePhalanx,fx:starstone
card,,starbladePhalanx,fx:guard
card,,starbladePhalanx,fx:ranged
card,,crystalBarrier,fx:starstone
card,,crystalBarrier,fx:guard
card,,crystalBarrier,fx:barrier
card,,crystalBarrier,fx:magic
card,,starShower,fx:starstone
card,,starShower,fx:ranged
card,,scholarsInsight,fx:starstone
card,,frostVeil,fx:starstone
card,,frostVeil,fx:frost
card,,frostVeil,fx:guard
card,,frostVeil,fx:ward
card,,starSlicer,fx:starstone
card,,starSlicer,fx:blade
card,,starstoneWard,fx:starstone
card,,starstoneWard,fx:bind
card,,starstoneWard,fx:guard
card,,starstoneWard,fx:ward
card,,starstoneWard,fx:arcane
card,,starlance,fx:starstone
card,,starlance,fx:ranged
card,,twinkling,fx:starstone
card,,frostNova,fx:starstone
card,,frostNova,fx:frost
card,,frostNova,fx:ranged
card,,starstoneArc,fx:starstone
card,,starstoneArc,fx:ranged
card,,lucidity,fx:starstone
card,,stargazerCard,fx:starstone
card,,astralArmorCard,fx:starstone
card,,moonrendCut,fx:starstone
card,,moonrendCut,fx:blade
card,,meteorite,fx:starstone
card,,meteorite,fx:ranged
card,,meteorite,fx:heavy
card,,meteorSwarm,fx:starstone
card,,meteorSwarm,fx:ranged
card,,meteorSwarm,fx:heavy
card,,gravityWell,fx:starstone
card,,azureCoilCard,fx:starstone
card,,astralCleave,fx:starstone
card,,astralCleave,fx:blade
card,,radiantSpray,fx:starstone
card,,radiantSpray,fx:ranged
card,,supernova,fx:starstone
card,,supernova,fx:ranged
card,,timeDilation,fx:starstone
card,,starstoneKris,fx:starstone
card,,starstoneKris,fx:pierce
card,,constellationCard,fx:starstone
card,,starfallBeam,fx:starstone
card,,starfallBeam,fx:ranged
card,,starcaller,fx:starstone
card,,starcaller,fx:ranged
card,,umbralWard,fx:starstone
card,,umbralWard,fx:guard
card,,umbralWard,fx:barrier
card,,umbralWard,fx:arcane
card,,waxingMoonCard,fx:starstone
card,,shootingShard,fx:starstone
card,,shootingShard,fx:ranged
card,,wardingStar,fx:starstone
card,,wardingStar,fx:guard
card,,wardingStar,fx:ward
card,,wardingStar,fx:magic
card,,starPath,fx:starstone
card,,moonlitShieldCard,fx:starstone
card,,celestialLance,fx:starstone
card,,celestialLance,fx:ranged
card,,astromancerCard,fx:starstone
card,,starSpark,fx:starstone
card,,starSpark,fx:ranged
card,,astralInsight,fx:starstone
card,,astralInsight,fx:guard
card,,urgentHeal,fx:ritual
card,,urgentHeal,fx:heal
card,,bloodPact,fx:blood
card,,bloodPact,fx:ritual
card,,blightTouch,fx:blight
card,,blightTouch,fx:ritual
card,,flagellation,fx:ritual
card,,penance,fx:ritual
card,,penance,fx:heal
card,,penance,fx:guard
card,,litany,fx:ritual
card,,litany,fx:bind
card,,graveOffering,fx:ritual
card,,bloodletting,fx:ritual
card,,bloodletting,fx:guard
card,,contagion,fx:ritual
card,,contagion,fx:blight
card,,cullTheWeak,fx:ritual
card,,transfusion,fx:ritual
card,,transfusion,fx:heal
card,,blightward,fx:ritual
card,,blightward,fx:guard
card,,martyrBlood,fx:ritual
card,,blightBloom,fx:ritual
card,,blightBloom,fx:blight
card,,sacredHarvest,fx:ritual
card,,sacredHarvest,fx:heal
card,,thornHaloCard,fx:ritual
card,,communionCard,fx:ritual
card,,gildedOath,fx:ritual
card,,gildedOath,fx:oath
card,,plagueBearer,fx:ritual
card,,plagueBearer,fx:blight
card,,exsanguinate,fx:ritual
card,,stigmataCard,fx:ritual
card,,scourge,fx:ritual
card,,scourge,fx:blight
card,,reclamation,fx:ritual
card,,reclamation,fx:heal
card,,secondBloom,fx:ritual
card,,secondBloom,fx:heal
card,,butterflyPlague,fx:ritual
card,,butterflyPlague,fx:blight
card,,lifeTitheCard,fx:ritual
card,,crimsonRite,fx:ritual
card,,crimsonRite,fx:heal
card,,blightNova,fx:ritual
card,,lastRites,fx:ritual
card,,lastRites,fx:heal
card,,zealotryCard,fx:ritual
card,,bloodHarvest,fx:ritual
card,,bloodHarvest,fx:heal
card,,painOffering,fx:ritual
card,,witheringTouch,fx:ritual
card,,witheringTouch,fx:blight
card,,desperateRite,fx:ritual
card,,emberTideCard,fx:ritual
card,,bloodOfferingRite,fx:ritual
card,,harbingerOfBlightCard,fx:ritual
card,,blightwardLash,fx:ritual
card,,blightwardLash,fx:blight
card,,lastMercy,fx:ritual
card,,lastMercy,fx:heal
card,,lastMercy,fx:guard
card,,ambush,fx:guile
card,,ambush,fx:blade
card,,rogueShiv,fx:blade
card,,rogueShiv,fx:flourish
card,,smokePellet,fx:guile
card,,smokePellet,fx:ash
card,,quickCut,fx:blade
card,,quickCut,fx:flourish
card,,feint,fx:guile
card,,backstep,fx:flourish
card,,backstep,fx:guard
card,,twinPrick,fx:blade
card,,twinPrick,fx:flourish
card,,pocketSand,fx:guile
card,,pocketSand,fx:ash
card,,pocketSand,fx:bind
card,,hamstringRogue,fx:blade
card,,hamstringRogue,fx:guile
card,,serratedShiv,fx:blade
card,,serratedShiv,fx:blood
card,,smokeVeil,fx:guile
card,,smokeVeil,fx:guard
card,,ricochet,fx:pierce
card,,ricochet,fx:ranged
card,,lowBlow,fx:blade
card,,lowBlow,fx:guile
card,,pilfer,fx:guile
card,,vanish,fx:guile
card,,vanish,fx:ash
card,,cheapShot,fx:blade
card,,cheapShot,fx:guile
card,,bladeDanceRogue,fx:blade
card,,bladeDanceRogue,fx:flourish
card,,garrote,fx:blade
card,,garrote,fx:blood
card,,fanOfKnives,fx:pierce
card,,fanOfKnives,fx:ranged
card,,setupRogue,fx:guile
card,,acrobaticsRogue,fx:flourish
card,,disorient,fx:guile
card,,disorient,fx:bind
card,,coupDeGrace,fx:blade
card,,coupDeGrace,fx:precision
card,,sap,fx:guile
card,,shadowstep,fx:flourish
card,,shadowstep,fx:guile
card,,afterimageCard,fx:flourish
card,,afterimageCard,fx:oath
card,,bloodletterRogue,fx:blade
card,,bloodletterRogue,fx:blood
card,,venomcoat,fx:venom
card,,venomcoat,fx:oath
card,,misdirect,fx:guile
card,,misdirect,fx:guard
card,,assassinate,fx:blade
card,,assassinate,fx:precision
card,,thousandCutsRogue,fx:blade
card,,thousandCutsRogue,fx:flourish
card,,deadlyTempoCard,fx:flourish
card,,deadlyTempoCard,fx:oath
card,,opportunistCard,fx:guile
card,,opportunistCard,fx:oath
card,,envenomCard,fx:venom
card,,envenomCard,fx:oath
card,,toxicVolley,fx:venom
card,,toxicVolley,fx:ranged
card,,smokeBomb,fx:guile
card,,smokeBomb,fx:ash
card,,executionWindow,fx:blade
card,,executionWindow,fx:precision
card,,executionWindow,fx:bind
card,,perfectHeist,fx:guile
card,,deathblow,fx:blade
card,,deathblow,fx:precision
card,,katanaDrawCut,fx:blade
card,,katanaDrawCut,fx:flourish
card,,katanaDrawCut,fx:blood
card,,greatswordSunderingHew,fx:blade
card,,honedEdge,fx:utility
card,,ironSkin,fx:guard
card,,fieldDressing,fx:heal
card,,hex,fx:bind
card,,transmute,fx:utility
card,,twinFang,fx:blade
card,,blindingSand,fx:utility
card,,hamstring,fx:utility
card,,masterOfStrategy,fx:utility
card,,bashingBlow,fx:blade
card,,quickGuard,fx:guard
card,,sweepingBlow,fx:blade
card,,enfeeble,fx:utility
card,,colossusSmash,fx:blade
card,,rallyingBanner,fx:guard
card,,sharedFlame,fx:heal
card,,ashOath,fx:utility
basicCardProfile,,unarmedAttack,fx:utility
basicCardProfile,,shieldAttack,fx:guard
basicCardProfile,,shieldAttack,fx:shield
basicCardProfile,,bladeAttack,fx:blade
basicCardProfile,,daggerPierceAttack,fx:pierce
basicCardProfile,,daggerPierceAttack,fx:flourish
basicCardProfile,,bowPierceAttack,fx:pierce
basicCardProfile,,bowPierceAttack,fx:ranged
basicCardProfile,,bowPierceAttack,fx:precision
basicCardProfile,,staffMagicAttack,fx:starstone
basicCardProfile,,sceptreArcaneAttack,fx:ritual
basicCardProfile,,sceptreArcaneAttack,fx:blight
basicCardProfile,,sceptreArcaneAttack,fx:arcane
basicCardProfile,,unarmedGuard,fx:guard
basicCardProfile,,weaponGuard,fx:guard
basicCardProfile,,shieldGuard,fx:guard
basicCardProfile,,shieldGuard,fx:shield
basicCardProfile,,staffGuard,fx:starstone
basicCardProfile,,staffGuard,fx:guard
basicCardProfile,,staffGuard,fx:magic
basicCardProfile,,staffGuard,fx:ward
basicCardProfile,,sceptreGuard,fx:ritual
basicCardProfile,,sceptreGuard,fx:guard
basicCardProfile,,sceptreGuard,fx:arcane
basicCardProfile,,sceptreGuard,fx:ward
basicCardProfile,,unarmedTechnique,fx:flourish
basicCardProfile,,unarmedTechnique,fx:dodge
basicCardProfile,,weaponTechnique,fx:blade
basicCardProfile,,weaponTechnique,fx:flourish
basicCardProfile,,bowTechnique,fx:ranged
basicCardProfile,,bowTechnique,fx:precision
basicCardProfile,,staffTechnique,fx:ritual

# Categorized attack identity. Weapon techniques inherit damage from their source.
card,,strike,source:weapon
card,,gorefireSlash,source:weapon
card,,crimsonCleave,source:weapon
card,,shieldBash,source:weapon
card,,guardCounter,source:weapon
card,,serratedBlade,source:weapon
card,,riposte,source:weapon
card,,rend,source:weapon
card,,cleavingBlow,source:weapon
card,,twinbladeFlurry,source:weapon
card,,impale,source:weapon
card,,executioner,source:weapon
card,,stitchedArms,source:weapon
card,,ruinousBlow,source:weapon
card,,bloodhuntersStrike,source:weapon
card,,goreslash,source:weapon
card,,flameToBlade,source:weapon
card,,bloodTithe,source:weapon
card,,poiseBreaker,source:weapon
card,,sunderplate,source:weapon
card,,ambush,source:weapon
card,,rogueShiv,source:weapon
card,,quickCut,source:weapon
card,,twinPrick,source:weapon
card,,hamstringRogue,source:weapon
card,,serratedShiv,source:weapon
card,,ricochet,source:weapon
card,,lowBlow,source:weapon
card,,cheapShot,source:weapon
card,,bladeDanceRogue,source:weapon
card,,garrote,source:weapon
card,,fanOfKnives,source:weapon
card,,coupDeGrace,source:weapon
card,,sap,source:weapon
card,,assassinate,source:weapon
card,,thousandCutsRogue,source:weapon
card,,deathblow,source:weapon
card,,katanaDrawCut,source:weapon
card,,greatswordSunderingHew,source:weapon
card,,twinFang,source:weapon
card,,bashingBlow,source:weapon
card,,sweepingBlow,source:weapon
card,,colossusSmash,source:weapon
card,,stomp,source:unarmed
card,,stomp,damage:blunt
card,,stomp,delivery:melee
card,,kickOff,source:unarmed
card,,kickOff,damage:blunt
card,,kickOff,delivery:melee
card,,starstonePebble,source:spell
card,,starstonePebble,damage:arcane
card,,cometFragment,source:spell
card,,cometFragment,damage:arcane
card,,starbladePhalanx,source:spell
card,,starbladePhalanx,damage:arcane
card,,starShower,source:spell
card,,starShower,damage:arcane
card,,starSlicer,source:spell
card,,starSlicer,damage:arcane
card,,starlance,source:spell
card,,starlance,damage:arcane
card,,frostNova,source:spell
card,,frostNova,damage:arcane
card,,starstoneArc,source:spell
card,,starstoneArc,damage:arcane
card,,moonrendCut,source:spell
card,,moonrendCut,damage:arcane
card,,meteorite,source:spell
card,,meteorite,damage:arcane
card,,meteorSwarm,source:spell
card,,meteorSwarm,damage:arcane
card,,astralCleave,source:spell
card,,astralCleave,damage:arcane
card,,radiantSpray,source:spell
card,,radiantSpray,damage:arcane
card,,supernova,source:spell
card,,supernova,damage:arcane
card,,starstoneKris,source:spell
card,,starstoneKris,damage:arcane
card,,starfallBeam,source:spell
card,,starfallBeam,damage:arcane
card,,starcaller,source:spell
card,,starcaller,damage:arcane
card,,shootingShard,source:spell
card,,shootingShard,damage:arcane
card,,celestialLance,source:spell
card,,celestialLance,damage:arcane
card,,starSpark,source:spell
card,,starSpark,damage:arcane
card,,blightTouch,source:spell
card,,blightTouch,damage:arcane
card,,flagellation,source:spell
card,,flagellation,damage:arcane
card,,graveOffering,source:spell
card,,graveOffering,damage:arcane
card,,cullTheWeak,source:spell
card,,cullTheWeak,damage:arcane
card,,sacredHarvest,source:spell
card,,sacredHarvest,damage:arcane
card,,plagueBearer,source:spell
card,,plagueBearer,damage:arcane
card,,exsanguinate,source:spell
card,,exsanguinate,damage:arcane
card,,scourge,source:spell
card,,scourge,damage:arcane
card,,crimsonRite,source:spell
card,,crimsonRite,damage:arcane
card,,blightNova,source:spell
card,,blightNova,damage:arcane
card,,bloodHarvest,source:spell
card,,bloodHarvest,damage:arcane
card,,painOffering,source:spell
card,,painOffering,damage:arcane
card,,witheringTouch,source:spell
card,,witheringTouch,damage:arcane
card,,desperateRite,source:spell
card,,desperateRite,damage:arcane
card,,bloodOfferingRite,source:spell
card,,bloodOfferingRite,damage:arcane
card,,blightwardLash,source:spell
card,,blightwardLash,damage:arcane
card,,ricochet,delivery:projectile
card,,ricochet,damage:piercing
card,,fanOfKnives,delivery:projectile
card,,fanOfKnives,damage:piercing
card,,starstonePebble,delivery:projectile
card,,cometFragment,delivery:projectile
card,,starbladePhalanx,delivery:projectile
card,,starShower,delivery:projectile
card,,starlance,delivery:projectile
card,,starstoneArc,delivery:projectile
card,,meteorite,delivery:projectile
card,,meteorSwarm,delivery:projectile
card,,radiantSpray,delivery:projectile
card,,starfallBeam,delivery:projectile
card,,starcaller,delivery:projectile
card,,shootingShard,delivery:projectile
card,,celestialLance,delivery:projectile
card,,starSpark,delivery:projectile
card,,starSlicer,delivery:melee
card,,moonrendCut,delivery:melee
card,,astralCleave,delivery:melee
card,,starstoneKris,delivery:melee
card,,blightTouch,delivery:melee
card,,flagellation,delivery:melee
card,,witheringTouch,delivery:melee
card,,blightwardLash,delivery:melee
card,,crimsonCleave,delivery:area
card,,cleavingBlow,delivery:area
card,,meteorSwarm,delivery:area
card,,radiantSpray,delivery:area
card,,supernova,delivery:area
card,,starfallBeam,delivery:area
